study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,mean_difference,standard_error,confidence_interval_lower,confidence_interval_upper,u_value,z_value,effect_size,sample_size_total,relative_effect,verification_status,verification_confidence,data_tier,verification_method
22,022_09,Impact of Artificial Intelligence Generated Feedback on Math Quiz Scores,2025.0,Larissa I. Velez; Christian Alis; Christopher Monterola; Erika Fille Legara; David Stanley,Math Quiz Score Improvement - Grade 8,cognitive,apply,,,9.2,9.5,9.7,10.8,,,,,0.1,,,0.45,,,table_ocr,,,,,gain_score,Math Quiz,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
22,022_10,Impact of Artificial Intelligence Generated Feedback on Math Quiz Scores,2025.0,Larissa I. Velez; Christian Alis; Christopher Monterola; Erika Fille Legara; David Stanley,Math Quiz Score Improvement - Grade 9,cognitive,apply,,,10.8,11.3,-0.9,8.8,,,,,1.0,,,0.0,,,table_ocr,,,,,gain_score,Math Quiz,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
22,022_11,Impact of Artificial Intelligence Generated Feedback on Math Quiz Scores,2025.0,Larissa I. Velez; Christian Alis; Christopher Monterola; Erika Fille Legara; David Stanley,Math Quiz Score Improvement - Grade 10,cognitive,apply,,,18.0,15.5,19.2,13.3,,,,,0.1,,,0.42,,,table_ocr,,,,,gain_score,Math Quiz,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
23,023_01,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Feature Implementation (FI) Query Performance,cognitive,apply,32.0,5.0,0.65,3.819,1.97,4.815,-0.3273,0.4824,-1.2728,0.6181,-0.3346,,,0.328,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,90.5,-0.98,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_02,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Best Practices (BP) Query Performance,cognitive,understand,4.0,33.0,1.438,2.075,0.755,4.1,0.1684,0.5298,-0.87,1.2069,0.1722,,,0.688,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,56.5,-0.4,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_03,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Documentation (DOC) Query Performance,cognitive,understand,1.0,36.0,3.75,1.0,0.747,3.941,0.7455,1.0175,-1.2487,2.7398,0.762,,,0.813,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,9.0,-0.24,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_04,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Concept Clarification (CC) Query Performance,cognitive,understand,27.0,10.0,0.756,3.743,1.025,4.567,-0.0663,0.3703,-0.792,0.6594,-0.0677,,,0.439,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,140.0,-0.77,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_05,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Error Fixing (EF) Query Performance,cognitive,analyze,31.0,6.0,0.287,3.508,3.625,5.044,-0.8672,0.4573,-1.7635,0.029,-0.8864,,,0.042,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,135.5,-2.03,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_06,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Code Understanding (CU) Query Performance,cognitive,understand,33.0,4.0,0.361,3.695,4.688,4.033,-1.1365,0.5457,-2.206,-0.067,-1.1616,,,0.03,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,105.0,-2.17,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
23,023_07,Impact of Developer Queries on the Effectiveness of Conversational Large Language Models in Programming,2025.0,Viktor Taneski; Sašo Karakatič; Patrik Rek; Gregor Jošt,Code Optimization (CO) Query Performance,cognitive,evaluate,16.0,21.0,0.219,3.158,1.293,4.429,-0.2671,0.3333,-0.9203,0.3862,-0.2729,,,0.26,,calculated_from_table,table_ocr,,,,,,Mann-Whitney U test,OpenAlex,,,,,,,,189.5,-1.13,,,,PARTIALLY_VERIFIED,57.1,2,pdf_cross_check
24,024_01,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Tutoring Protocols,cognitive,apply,,,0.83,,0.44,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.46,0.82,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_02,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Difficulty Identification,cognitive,analyze,,,0.95,,0.7,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.91,0.86,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_03,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,AI's Role,cognitive,understand,,,0.62,,0.0,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.91,0.86,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_04,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Problem Context,cognitive,understand,,,0.94,,0.77,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.63,0.84,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_05,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Learner's Level,cognitive,understand,,,0.65,,0.08,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.75,0.85,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_06,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Guardrails,cognitive,apply,,,0.82,,0.25,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.72,0.85,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_07,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Tutoring Protocols,cognitive,apply,,,0.39,,0.44,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.46,0.82,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_08,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Difficulty Identification,cognitive,analyze,,,0.26,,0.7,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.91,0.86,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_09,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,AI's Role,cognitive,understand,,,0.62,,0.0,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.91,0.86,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_10,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Problem Context,cognitive,understand,,,0.17,,0.77,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.63,0.84,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_11,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Learner's Level,cognitive,understand,,,0.58,,0.08,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.75,0.85,,,OCR_VERIFIED,100.0,1,ocr_cache
24,024_12,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025.0,Ruiwei Xiao; Xinying Hou; Runlong Ye; Majeed Kazemitabaar; Nicholas Diana; Michael Liut; John Stamper,Guardrails,cognitive,apply,,,0.56,,0.25,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,learning_gain,Pedagogical prompt component assessment,arXiv,,,,,,,,,9.72,0.85,,,OCR_VERIFIED,100.0,1,ocr_cache
25,025_01,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Knowledge Construction,cognitive,apply,31.0,30.0,76.5,6.88,69.6,7.65,0.9372,0.2698,0.4084,1.466,0.9493,,9.89,0.002,0.129,calculated_from_table,table_ocr,,,,,post-test,Knowledge Construction Test,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_02,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Critical Thinking,cognitive,analyze,31.0,30.0,17.3,2.19,13.9,1.98,1.6065,0.2945,1.0292,2.1837,1.6272,,37.0,<0.001,0.389,calculated_from_table,table_ocr,,,,,post-test,Higher-order Thinking Skills Scale,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_03,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Problem-solving,cognitive,apply,31.0,30.0,15.9,2.01,14.2,2.09,0.8188,0.2666,0.2962,1.3414,0.8294,,9.4,0.003,0.139,calculated_from_table,table_ocr,,,,,post-test,Higher-order Thinking Skills Scale,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_04,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Creativity,cognitive,create,31.0,30.0,11.1,1.22,10.3,0.96,0.718,0.2642,0.2002,1.2359,0.7273,,7.22,0.009,0.111,calculated_from_table,table_ocr,,,,,post-test,Higher-order Thinking Skills Scale,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_05,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards science,affective,,31.0,30.0,35.9,2.95,34.5,2.71,0.4876,0.2599,-0.0218,0.997,0.4939,,3.609,0.062,0.059,calculated_from_table,table_ocr,,,,,post-test,S-STEM Questionnaire,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_06,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards mathematics,affective,,31.0,30.0,36.6,2.86,33.1,2.3,1.329,0.283,0.7744,1.8837,1.3462,,25.52,<0.001,0.306,calculated_from_table,table_ocr,,,,,post-test,S-STEM Questionnaire,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_07,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards engineering/technology,affective,,31.0,30.0,32.2,4.6,27.5,4.3,1.0415,0.2729,0.5066,1.5764,1.055,,16.06,<0.001,0.217,calculated_from_table,table_ocr,,,,,post-test,S-STEM Questionnaire,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
25,025_08,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025.0,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards 21st century learning,affective,,31.0,30.0,33.6,4.49,28.0,3.87,1.3173,0.2825,0.7636,1.8711,1.3344,,26.38,<0.001,0.313,calculated_from_table,table_ocr,,,,,post-test,S-STEM Questionnaire,ERIC,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
26,026_01,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025.0,,Thermodynamics Knowledge - Pretest,cognitive,understand,60.0,60.0,12.22,3.15,12.35,2.64,-0.0444,0.1826,-0.4023,0.3134,-0.0447,,,,,calculated_from_table,table_ocr,,,quasi-experimental,ChatGPT,pretest,STPFSL,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
26,026_02,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025.0,,Thermodynamics Knowledge - Posttest,cognitive,understand,60.0,60.0,22.53,3.03,18.6,1.9,0.6101,,,,0.614,,,0.001,,from_cohens_d,table_ocr,,,quasi-experimental,ChatGPT,posttest,STPFSL,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
26,026_03,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025.0,,Thermodynamics Learning Gains,cognitive,understand,60.0,60.0,10.31,,6.25,,,,,,,,,0.001,,insufficient_data,table_ocr,,,quasi-experimental,ChatGPT,gain_score,STPFSL,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_01,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given across both sessions (min 12 - number of required peer reviews),behavioral,,17.0,17.0,23.0,,16.9,,,,,,,,,0.05,,insufficient_data,table_ocr,,,,,post-test,Platform database count,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_02,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 1),behavioral,,17.0,17.0,13.6,,9.6,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Platform database count,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_03,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 2),behavioral,,17.0,17.0,9.5,,7.3,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Platform database count,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_04,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Overall quality of feedback given across both sessions (max 9),cognitive,evaluate,17.0,17.0,5.6,,4.1,,,,,,,,,0.03,,insufficient_data,table_ocr,,,,,post-test,"Rubric assessment (clarity, relevance, specificity)",arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_05,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Total quality of feedback,cognitive,evaluate,17.0,17.0,5.6,,4.1,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,"Rubric assessment (clarity, relevance, specificity)",arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_06,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Clarity,cognitive,evaluate,17.0,17.0,2.6,,2.6,,,,,,,,,0.93,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_07,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Relevance,cognitive,evaluate,17.0,17.0,1.9,,1.3,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_08,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Specificity,cognitive,evaluate,17.0,17.0,1.1,,0.3,,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_09,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Total quality of feedback,cognitive,evaluate,17.0,17.0,5.5,,4.6,,,,,,,,,0.12,,insufficient_data,table_ocr,,,,,post-test,"Rubric assessment (clarity, relevance, specificity)",arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_10,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Clarity,cognitive,evaluate,17.0,17.0,2.6,,2.6,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_11,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Relevance,cognitive,evaluate,17.0,17.0,1.7,,1.5,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_12,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Specificity,cognitive,evaluate,17.0,17.0,1.1,,0.5,,,,,,,,,0.07,,insufficient_data,table_ocr,,,,,post-test,Rubric assessment,arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_13,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I provided honest and unbiased ratings to my peers regardless of how that impacted their grades,affective,,17.0,17.0,6.5,,6.6,,,,,,,,,0.49,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_14,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I felt motivated to give peer feedback on the platform,affective,,17.0,17.0,5.6,,5.9,,,,,,,,,0.64,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_15,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How would you rate the quality of open-ended feedback you received from your peers overall?,cognitive,evaluate,17.0,17.0,5.9,,6.0,,,,,,,,,0.28,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_16,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How often did you consult the AI feedback assistant for insight into the feedback you provided?,behavioral,,17.0,17.0,5.6,,3.1,,,,,,,,,0.003,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_17,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Do you feel that the AI feedback assistant helped you improve the quality of your open-ended feedback?,metacognitive,,17.0,17.0,5.7,,4.8,,,,,,,,,0.11,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_18,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,"Overall, I found my experience on the platform enjoyable",affective,,17.0,17.0,5.6,,5.6,,,,,,,,,0.17,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
27,027_19,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025.0,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Using the platform helped me improve my skills in giving feedback,metacognitive,,17.0,17.0,5.9,,5.6,,,,,,,,,0.82,,insufficient_data,table_ocr,,,,,post-test,Survey (Likert scale),arXiv,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
28,028_01,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025.0,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Enjoyment (PE),affective,,33.0,,4.36,0.552,3.71,0.58,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,pre-post comparison,TAM model survey,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
28,028_02,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025.0,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Usefulness (PU),affective,,33.0,,4.4,0.583,3.86,0.6,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,pre-post comparison,TAM model survey,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
28,028_03,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025.0,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Ease of Use (PEU),affective,,33.0,,4.03,0.621,3.51,0.498,,,,,,,,0.001,,insufficient_data,table_ocr,,,,,pre-post comparison,TAM model survey,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
28,028_04,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025.0,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Behavioral Intention (BI),behavioral,,33.0,,4.41,0.569,4.15,0.593,,,,,,,,0.016,,insufficient_data,table_ocr,,,,,pre-post comparison,TAM model survey,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
29,029_01,Resurrecting Socrates in the Age of AI: A Study Protocol for Evaluating a Socratic Tutor to Support Research Question Development in Higher Education,2025.0,Ben Degen,,,,,,,,,,,,,,,,,,,,,,,quasi-experimental,ChatGPT (gpt-4o),,,arXiv,,,ocr_failed,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
